States,Years,Quarter,RegisteredUsers,Districts,AppOpens
uttar-pradesh,2021,1,213056,siddharthnagar district,5043863
uttar-pradesh,2021,1,162129,auraiya district,3205592
uttar-pradesh,2021,1,173933,sambhal district,3289299
uttar-pradesh,2021,1,1100587,kanpur nagar district,21921245
uttar-pradesh,2021,1,588461,aligarh district,12681750
uttar-pradesh,2021,1,85807,mahoba district,1528269
uttar-pradesh,2021,1,1813076,lucknow district,43670344
uttar-pradesh,2021,1,164355,sant kabeer nagar district,3480061
uttar-pradesh,2021,1,197275,hathras district,3974475
uttar-pradesh,2021,1,229929,budaun district,3934634
uttar-pradesh,2021,1,399160,moradabad district,7973523
uttar-pradesh,2021,1,437393,kushinagar district,10502078
uttar-pradesh,2021,1,207627,baghpat district,5012968
uttar-pradesh,2021,1,265197,shahjahanpur district,4231018
uttar-pradesh,2021,1,387177,muzaffarnagar district,8303720
uttar-pradesh,2021,1,259324,ambedkar nagar district,4376892
uttar-pradesh,2021,1,194163,bahraich district,3507029
uttar-pradesh,2021,1,195777,jalaun district,3709496
uttar-pradesh,2021,1,211156,rampur district,3922735
uttar-pradesh,2021,1,412104,ballia district,8444901
uttar-pradesh,2021,1,49462,shravasti district,912847
uttar-pradesh,2021,1,134535,kasganj district,2391474
uttar-pradesh,2021,1,1079309,varanasi district,19374684
uttar-pradesh,2021,1,2181874,gautam buddha nagar district,77986145
uttar-pradesh,2021,1,275414,basti district,5856483
uttar-pradesh,2021,1,163182,shamli district,3497004
uttar-pradesh,2021,1,279707,maharajganj district,5572104
uttar-pradesh,2021,1,213975,etawah district,4380134
uttar-pradesh,2021,1,183538,etah district,3456357
uttar-pradesh,2021,1,131226,banda district,2164421
uttar-pradesh,2021,1,381195,bijnor district,7407766
uttar-pradesh,2021,1,272411,hardoi district,4193558
uttar-pradesh,2021,1,127631,balrampur district,2667989
uttar-pradesh,2021,1,208607,amroha district,4613416
uttar-pradesh,2021,1,199023,pilibhit district,3097811
uttar-pradesh,2021,1,212294,mainpuri district,3847516
uttar-pradesh,2021,1,159123,kanpur dehat district,3271176
uttar-pradesh,2021,1,558808,jaunpur district,10355919
uttar-pradesh,2021,1,107994,kaushambi district,1859694
uttar-pradesh,2021,1,249914,hapur district,6658932
uttar-pradesh,2021,1,109551,hamirpur district,1961142
uttar-pradesh,2021,1,741901,meerut district,16769292
uttar-pradesh,2021,1,541676,mathura district,13042102
uttar-pradesh,2021,1,76935,chitrakoot district,1446130
uttar-pradesh,2021,1,132483,lalitpur district,2886753
uttar-pradesh,2021,1,252570,mau district,4270719
uttar-pradesh,2021,1,269927,mirzapur district,4778747
uttar-pradesh,2021,1,461596,bulandshahr district,11278900
uttar-pradesh,2021,1,261669,gonda district,5605556
uttar-pradesh,2021,1,402240,jhansi district,9769874
uttar-pradesh,2021,1,259262,chandauli district,4759999
uttar-pradesh,2021,1,196533,bhadohi district,3395245
uttar-pradesh,2021,1,316627,pratapgarh district,5871740
uttar-pradesh,2021,1,505178,saharanpur district,11541497
uttar-pradesh,2021,1,249182,bara banki district,4543982
uttar-pradesh,2021,1,662143,bareilly district,12240686
uttar-pradesh,2021,1,338854,sitapur district,4481686
uttar-pradesh,2021,1,258614,sultanpur district,4674936
uttar-pradesh,2021,1,974389,agra district,20226003
uttar-pradesh,2021,1,193171,fatehpur district,3064288
uttar-pradesh,2021,1,226301,rae bareli district,3836529
uttar-pradesh,2021,1,353729,firozabad district,6411184
uttar-pradesh,2021,1,380108,kheri district,4949153
uttar-pradesh,2021,1,780306,gorakhpur district,16582486
uttar-pradesh,2021,1,251530,unnao district,4064340
uttar-pradesh,2021,1,1143612,prayagraj district,25056524
uttar-pradesh,2021,1,234618,sonbhadra district,5684193
uttar-pradesh,2021,1,443311,ghazipur district,8162326
uttar-pradesh,2021,1,198513,farrukhabad district,3663937
uttar-pradesh,2021,1,169332,kannauj district,2859076
uttar-pradesh,2021,1,501473,azamgarh district,8619959
uttar-pradesh,2021,1,320746,ayodhya district,5978927
uttar-pradesh,2021,1,424347,deoria district,9305742
uttar-pradesh,2021,1,1773332,ghaziabad district,47857733
uttar-pradesh,2021,2,226201,amethi district,6879206
uttar-pradesh,2021,2,229685,siddharthnagar district,10226449
uttar-pradesh,2021,2,174601,auraiya district,4883091
uttar-pradesh,2021,2,187852,sambhal district,4498363
uttar-pradesh,2021,2,1176708,kanpur nagar district,16930729
uttar-pradesh,2021,2,631792,aligarh district,12930339
uttar-pradesh,2021,2,92930,mahoba district,4086641
uttar-pradesh,2021,2,1937173,lucknow district,24705951
uttar-pradesh,2021,2,177099,sant kabeer nagar district,4437809
uttar-pradesh,2021,2,212672,hathras district,4573599
uttar-pradesh,2021,2,248263,budaun district,7162914
uttar-pradesh,2021,2,428908,moradabad district,7369764
uttar-pradesh,2021,2,470229,kushinagar district,11818027
uttar-pradesh,2021,2,222933,baghpat district,5086018
uttar-pradesh,2021,2,286698,shahjahanpur district,7532278
uttar-pradesh,2021,2,415595,muzaffarnagar district,8851357
uttar-pradesh,2021,2,279018,ambedkar nagar district,5561355
uttar-pradesh,2021,2,209657,bahraich district,7655689
uttar-pradesh,2021,2,211288,jalaun district,8295744
uttar-pradesh,2021,2,227310,rampur district,5032841
uttar-pradesh,2021,2,442509,ballia district,9636727
uttar-pradesh,2021,2,53629,shravasti district,2659985
uttar-pradesh,2021,2,145326,kasganj district,3605119
uttar-pradesh,2021,2,1154661,varanasi district,12765198
uttar-pradesh,2021,2,2329954,gautam buddha nagar district,43661492
uttar-pradesh,2021,2,296308,basti district,7659697
uttar-pradesh,2021,2,175652,shamli district,3959166
uttar-pradesh,2021,2,301659,maharajganj district,7372723
uttar-pradesh,2021,2,230384,etawah district,6030185
uttar-pradesh,2021,2,197793,etah district,5071736
uttar-pradesh,2021,2,141975,banda district,6108375
uttar-pradesh,2021,2,409603,bijnor district,10029061
uttar-pradesh,2021,2,294712,hardoi district,9801471
uttar-pradesh,2021,2,137921,balrampur district,6333564
uttar-pradesh,2021,2,224885,amroha district,5494608
uttar-pradesh,2021,2,214517,pilibhit district,4943692
uttar-pradesh,2021,2,228922,mainpuri district,6055383
uttar-pradesh,2021,2,172133,kanpur dehat district,6549291
uttar-pradesh,2021,2,600794,jaunpur district,11888060
uttar-pradesh,2021,2,116606,kaushambi district,3186728
uttar-pradesh,2021,2,268188,hapur district,5684275
uttar-pradesh,2021,2,118257,hamirpur district,4805630
uttar-pradesh,2021,2,794314,meerut district,13475900
uttar-pradesh,2021,2,582001,mathura district,12381150
uttar-pradesh,2021,2,83116,chitrakoot district,4440540
uttar-pradesh,2021,2,142831,lalitpur district,6864129
uttar-pradesh,2021,2,271232,mau district,4803900
uttar-pradesh,2021,2,290357,mirzapur district,8046766
uttar-pradesh,2021,2,496067,bulandshahr district,12104966
uttar-pradesh,2021,2,281740,gonda district,9800069
uttar-pradesh,2021,2,431055,jhansi district,11420469
uttar-pradesh,2021,2,278397,chandauli district,5433024
uttar-pradesh,2021,2,211236,bhadohi district,3495393
uttar-pradesh,2021,2,341118,pratapgarh district,8581043
uttar-pradesh,2021,2,542340,saharanpur district,12209126
uttar-pradesh,2021,2,268880,bara banki district,6420366
uttar-pradesh,2021,2,710778,bareilly district,11874626
uttar-pradesh,2021,2,366017,sitapur district,8689425
uttar-pradesh,2021,2,278126,sultanpur district,6392641
uttar-pradesh,2021,2,1044788,agra district,17308775
uttar-pradesh,2021,2,208520,fatehpur district,6732727
uttar-pradesh,2021,2,243531,rae bareli district,6339664
uttar-pradesh,2021,2,380885,firozabad district,7080319
uttar-pradesh,2021,2,410053,kheri district,9353171
uttar-pradesh,2021,2,835887,gorakhpur district,15232883
uttar-pradesh,2021,2,271165,unnao district,7660427
uttar-pradesh,2021,2,1225800,prayagraj district,19820485
uttar-pradesh,2021,2,252013,sonbhadra district,10775729
uttar-pradesh,2021,2,476105,ghazipur district,9031373
uttar-pradesh,2021,2,213759,farrukhabad district,4862316
uttar-pradesh,2021,2,182579,kannauj district,4509174
uttar-pradesh,2021,2,538771,azamgarh district,10182944
uttar-pradesh,2021,2,344791,ayodhya district,6610650
uttar-pradesh,2021,2,455328,deoria district,9609305
uttar-pradesh,2021,2,1895314,ghaziabad district,30235059
uttar-pradesh,2021,3,245887,amethi district,6905900
uttar-pradesh,2021,3,249111,siddharthnagar district,11183058
uttar-pradesh,2021,3,189321,auraiya district,5320993
uttar-pradesh,2021,3,203883,sambhal district,5614377
uttar-pradesh,2021,3,1263050,kanpur nagar district,21015827
uttar-pradesh,2021,3,681857,aligarh district,15510684
uttar-pradesh,2021,3,101383,mahoba district,4903489
uttar-pradesh,2021,3,2076033,lucknow district,36855345
uttar-pradesh,2021,3,191948,sant kabeer nagar district,4523934
uttar-pradesh,2021,3,230320,hathras district,5324600
uttar-pradesh,2021,3,269703,budaun district,8540101
uttar-pradesh,2021,3,462980,moradabad district,9348367
uttar-pradesh,2021,3,508938,kushinagar district,12748095
uttar-pradesh,2021,3,240441,baghpat district,5974261
uttar-pradesh,2021,3,311858,shahjahanpur district,8695760
uttar-pradesh,2021,3,448096,muzaffarnagar district,10778049
uttar-pradesh,2021,3,302263,ambedkar nagar district,5779645
uttar-pradesh,2021,3,227941,bahraich district,9175141
uttar-pradesh,2021,3,229155,jalaun district,9250768
uttar-pradesh,2021,3,246230,rampur district,6259927
uttar-pradesh,2021,3,478324,ballia district,10195059
uttar-pradesh,2021,3,58737,shravasti district,3093685
uttar-pradesh,2021,3,158052,kasganj district,4070828
uttar-pradesh,2021,3,1239725,varanasi district,16646427
uttar-pradesh,2021,3,2496114,gautam buddha nagar district,59498265
uttar-pradesh,2021,3,320806,basti district,8006486
uttar-pradesh,2021,3,189790,shamli district,4953024
uttar-pradesh,2021,3,327438,maharajganj district,8011647
uttar-pradesh,2021,3,249385,etawah district,6874524
uttar-pradesh,2021,3,214709,etah district,5804468
uttar-pradesh,2021,3,154581,banda district,6510003
uttar-pradesh,2021,3,442548,bijnor district,11881536
uttar-pradesh,2021,3,320513,hardoi district,10250565
uttar-pradesh,2021,3,149985,balrampur district,6914313
uttar-pradesh,2021,3,243686,amroha district,6888875
uttar-pradesh,2021,3,232754,pilibhit district,5804732
uttar-pradesh,2021,3,248343,mainpuri district,6809626
uttar-pradesh,2021,3,187084,kanpur dehat district,7063852
uttar-pradesh,2021,3,650143,jaunpur district,11804378
uttar-pradesh,2021,3,126637,kaushambi district,3417066
uttar-pradesh,2021,3,288709,hapur district,7010219
uttar-pradesh,2021,3,128958,hamirpur district,5101770
uttar-pradesh,2021,3,853246,meerut district,16882676
uttar-pradesh,2021,3,628528,mathura district,16338028
uttar-pradesh,2021,3,90553,chitrakoot district,5012442
uttar-pradesh,2021,3,155272,lalitpur district,9660592
uttar-pradesh,2021,3,292936,mau district,5134182
uttar-pradesh,2021,3,314144,mirzapur district,9607253
uttar-pradesh,2021,3,535699,bulandshahr district,13891421
uttar-pradesh,2021,3,305366,gonda district,10059982
uttar-pradesh,2021,3,464351,jhansi district,14635892
uttar-pradesh,2021,3,300595,chandauli district,6385377
uttar-pradesh,2021,3,228222,bhadohi district,3509928
uttar-pradesh,2021,3,369954,pratapgarh district,8547127
uttar-pradesh,2021,3,584344,saharanpur district,15615472
uttar-pradesh,2021,3,291376,bara banki district,7899459
uttar-pradesh,2021,3,766809,bareilly district,14710344
uttar-pradesh,2021,3,397389,sitapur district,10389341
uttar-pradesh,2021,3,301325,sultanpur district,6580185
uttar-pradesh,2021,3,1124720,agra district,22075229
uttar-pradesh,2021,3,226873,fatehpur district,6986051
uttar-pradesh,2021,3,263613,rae bareli district,7082526
uttar-pradesh,2021,3,412441,firozabad district,8589707
uttar-pradesh,2021,3,446308,kheri district,11738602
uttar-pradesh,2021,3,900171,gorakhpur district,17952101
uttar-pradesh,2021,3,293971,unnao district,8496052
uttar-pradesh,2021,3,1320432,prayagraj district,24937997
uttar-pradesh,2021,3,272567,sonbhadra district,14054719
uttar-pradesh,2021,3,514893,ghazipur district,9646966
uttar-pradesh,2021,3,231446,farrukhabad district,5518604
uttar-pradesh,2021,3,198231,kannauj district,5167434
uttar-pradesh,2021,3,582049,azamgarh district,10763238
uttar-pradesh,2021,3,372839,ayodhya district,7623642
uttar-pradesh,2021,3,492048,deoria district,10011054
uttar-pradesh,2021,3,2031752,ghaziabad district,38066824
uttar-pradesh,2021,4,264472,amethi district,8500647
uttar-pradesh,2021,4,268126,siddharthnagar district,11309904
uttar-pradesh,2021,4,203721,auraiya district,6612405
uttar-pradesh,2021,4,219722,sambhal district,7592584
uttar-pradesh,2021,4,1349794,kanpur nagar district,34981290
uttar-pradesh,2021,4,731096,aligarh district,24940432
uttar-pradesh,2021,4,109417,mahoba district,3370832
uttar-pradesh,2021,4,2215886,lucknow district,65244080
uttar-pradesh,2021,4,206542,sant kabeer nagar district,7429877
uttar-pradesh,2021,4,247776,hathras district,8866006
uttar-pradesh,2021,4,290309,budaun district,8646437
uttar-pradesh,2021,4,496358,moradabad district,17198569
uttar-pradesh,2021,4,547287,kushinagar district,21821978
uttar-pradesh,2021,4,257605,baghpat district,9123679
uttar-pradesh,2021,4,336128,shahjahanpur district,8051413
uttar-pradesh,2021,4,480240,muzaffarnagar district,17005233
uttar-pradesh,2021,4,325090,ambedkar nagar district,9477709
uttar-pradesh,2021,4,245502,bahraich district,7041508
uttar-pradesh,2021,4,246646,jalaun district,8392204
uttar-pradesh,2021,4,264569,rampur district,9524556
uttar-pradesh,2021,4,513629,ballia district,17655465
uttar-pradesh,2021,4,63555,shravasti district,1885163
uttar-pradesh,2021,4,170176,kasganj district,5438009
uttar-pradesh,2021,4,1325315,varanasi district,32947562
uttar-pradesh,2021,4,2664034,gautam buddha nagar district,106538115
uttar-pradesh,2021,4,344852,basti district,12800452
uttar-pradesh,2021,4,203726,shamli district,7458420
uttar-pradesh,2021,4,352595,maharajganj district,11595475
uttar-pradesh,2021,4,267952,etawah district,9316048
uttar-pradesh,2021,4,230890,etah district,8015063
uttar-pradesh,2021,4,166922,banda district,4693219
uttar-pradesh,2021,4,474546,bijnor district,15441993
uttar-pradesh,2021,4,345246,hardoi district,8663687
uttar-pradesh,2021,4,161496,balrampur district,6228027
uttar-pradesh,2021,4,262094,amroha district,10321695
uttar-pradesh,2021,4,250203,pilibhit district,5578152
uttar-pradesh,2021,4,267320,mainpuri district,8714957
uttar-pradesh,2021,4,201743,kanpur dehat district,7039315
uttar-pradesh,2021,4,698280,jaunpur district,21320725
uttar-pradesh,2021,4,136353,kaushambi district,4006717
uttar-pradesh,2021,4,309228,hapur district,12341714
uttar-pradesh,2021,4,139019,hamirpur district,4101855
uttar-pradesh,2021,4,911852,meerut district,30248838
uttar-pradesh,2021,4,674711,mathura district,25736842
uttar-pradesh,2021,4,97682,chitrakoot district,3192625
uttar-pradesh,2021,4,167240,lalitpur district,6745680
uttar-pradesh,2021,4,314297,mau district,9333091
uttar-pradesh,2021,4,337415,mirzapur district,9532883
uttar-pradesh,2021,4,574654,bulandshahr district,22212038
uttar-pradesh,2021,4,328086,gonda district,11353784
uttar-pradesh,2021,4,497457,jhansi district,18602474
uttar-pradesh,2021,4,322309,chandauli district,9366865
uttar-pradesh,2021,4,245007,bhadohi district,6929593
uttar-pradesh,2021,4,397596,pratapgarh district,12726654
uttar-pradesh,2021,4,625876,saharanpur district,24467930
uttar-pradesh,2021,4,313465,bara banki district,9099109
uttar-pradesh,2021,4,821986,bareilly district,24139955
uttar-pradesh,2021,4,428710,sitapur district,8366576
uttar-pradesh,2021,4,323438,sultanpur district,10055921
uttar-pradesh,2021,4,1204274,agra district,39065873
uttar-pradesh,2021,4,244390,fatehpur district,6639155
uttar-pradesh,2021,4,282965,rae bareli district,8007627
uttar-pradesh,2021,4,443735,firozabad district,13720711
uttar-pradesh,2021,4,480851,kheri district,8802799
uttar-pradesh,2021,4,964667,gorakhpur district,31482311
uttar-pradesh,2021,4,316042,unnao district,8231448
uttar-pradesh,2021,4,1414447,prayagraj district,41302994
uttar-pradesh,2021,4,292843,sonbhadra district,11574122
uttar-pradesh,2021,4,552224,ghazipur district,16930341
uttar-pradesh,2021,4,248877,farrukhabad district,7866758
uttar-pradesh,2021,4,213494,kannauj district,6740457
uttar-pradesh,2021,4,624474,azamgarh district,18834505
uttar-pradesh,2021,4,399921,ayodhya district,12244724
uttar-pradesh,2021,4,528101,deoria district,19515010
uttar-pradesh,2021,4,2169109,ghaziabad district,65620930
uttar-pradesh,2022,1,283285,amethi district,9549931
uttar-pradesh,2022,1,286990,siddharthnagar district,14567713
uttar-pradesh,2022,1,217723,auraiya district,6484845
uttar-pradesh,2022,1,234926,sambhal district,9010245
uttar-pradesh,2022,1,1431918,kanpur nagar district,13306305
uttar-pradesh,2022,1,778769,aligarh district,14195820
uttar-pradesh,2022,1,117391,mahoba district,9999168
